"","x"
"3777","C[C@@H]1CCCCO[C@@H](CN(C)C)[C@H](C)CN([C@H](C)CO)C(=O)c2cc(NC(=O)Nc3ccc(C(F)(F)F)cc3)ccc2O1"
"3778","C[C@@H](CO)N1C[C@@H](C)[C@@H](CN(C)Cc2ccccc2)Oc2ncc(C3=CCCCC3)cc2C1=O"
"3779","O=C(C[C@@H]1CC[C@@H](NC(=O)C2CCOCC2)[C@@H](CO)O1)NCc1ccccc1Cl"
"3780","COc1ccc(S(=O)(=O)N2C[C@H](O)COC[C@@H]3O[C@H](CC(=O)N[C@@H]4CCN(Cc5ccccc5)C4)CC[C@H]32)cc1"
"3781","COc1cccc(NC(=O)N2CC(=O)N3[C@H](CO)[C@@H](c4ccc(C#CCC5CCCC5)cc4)[C@@H]3C2)c1"
"3782","CN(C)Cc1c(C(=O)NCCOc2ccc(C(=O)NO)cc2)oc2ccccc12"
"3783","O=C(Cc1ccncc1)Nc1ccc2c(c1)[C@@H]1C[C@@H](CC(=O)N3CCc4ccccc4C3)O[C@@H](CO)[C@@H]1O2"
"3784","O=C1N[C@H](Cc2ccccc2)COCc2cn(nn2)CC[C@H]1Cc1ccccc1"
"3785","C/C=C/c1ccc2c(c1)O[C@@H](CN(C)C(=O)c1ccc(F)cc1)[C@H](C)CN([C@@H](C)CO)S2(=O)=O"
"3786","CO[C@H]1CC[C@H]2CCOc3ccc(C#N)cc3C(=O)N(C)C[C@@H](c3ccccc3)CC(=O)N(C)C[C@@H]1O2"
"3787","CO[C@H]1CN(C)C(=O)c2cc(NS(=O)(=O)CC(F)(F)F)ccc2OC[C@H](C)N(CC2CCCCC2)C[C@H]1C"
"3788","CN1CCN(C(=O)C[C@H]2CC[C@@H](NC(=O)c3ccc4c(c3)OCO4)[C@@H](CO)O2)CC1"
"3789","COc1ccccc1CNC(=O)C[C@@H]1C=C[C@@H](NC(=O)CN(C)C)[C@H](CO)O1"
"3790","CO[C@H]1CN(C)C(=O)c2ccc(NS(=O)(=O)c3ccccc3C)cc2OC[C@H](C)N(C)C[C@H]1C"
"3791","N/C(=N\C(=O)c1nc(Cl)c(N)nc1N)NCc1ccc(Cl)cc1Cl"
"3792","COc1cccc(CNC(=O)C[C@@H]2CC[C@H]3[C@@H](COc4ccc(NC(=O)c5cccs5)cc4C(=O)N3C)O2)c1"
"3793","O=C(c1cnccn1)N1CC(=O)N2[C@H](CO)[C@@H](c3ccc(-c4cccc(F)c4)cc3)[C@H]2C1"
"3794","C/C=C/c1cnc2c(c1)C(=O)N([C@@H](C)CO)C[C@H](C)[C@@H](CN(C)S(=O)(=O)c1cn(C)cn1)O2"
"3795","CCCC(=O)N1CC2(CN(S(C)(=O)=O)C2)c2c([nH]c3cc(OC)ccc23)[C@H]1CO"
"3796","CCc1ccc2c(-c3cccc(Cl)c3)nc(=O)n(CC)c2n1"
"3797","CO[C@@H](CN(C)C(=O)C1CCOCC1)[C@H](C)CN(C(=O)Nc1ccc(F)cc1)[C@H](C)CO"
"3798","COc1ccc(NC(=O)N(C)C[C@@H]2Oc3cc(-c4cccc(C(=O)N(C)C)c4)ccc3S(=O)(=O)N([C@@H](C)CO)C[C@@H]2C)cc1"
"3799","O=C(c1ccccc1)N1CC(=O)N2[C@H](CO)[C@H](c3ccc(-c4ccccc4)cc3)[C@@H]2C1"
"3800","C[C@@H]1CN([C@H](C)CO)C(=O)CCCn2cc(nn2)CO[C@@H]1CN(C)Cc1ccc(-c2ccccc2)cc1"
"3801","CCCC#Cc1ccc([C@@H]2[C@H](CO)N3C(=O)CN(C(=O)Nc4cccc(F)c4)C[C@@H]23)cc1"
"3802","CCCC(=O)N1CC2(C1)CN(Cc1ccccc1F)[C@@H](CO)c1c2c2ccc(OC)cc2n1C"
"3803","CC(C)NC(=O)NCC[C@H]1CC[C@@H](NS(=O)(=O)c2ccc(Oc3ccccc3)cc2)[C@H](CO)O1"
"3804","C[C@H]1CN([C@H](C)CO)S(=O)(=O)c2ccc(C3=CCCCC3)cc2O[C@@H]1CN(C)Cc1ccccc1"
"3805","CN1C(=O)c2cc(NC(=O)Cc3cccs3)ccc2OC[C@H]2O[C@@H](CC(=O)NCc3ccc(-c4ccccc4)cc3)CC[C@@H]21"
"3806","CC(C)NC(=O)N1CC[C@H]2[C@@H]1c1cc(Br)ccc1N(C)[C@H]2CO"
"3807","CN1C(=O)c2cc(NC(=O)Cc3cccs3)ccc2OC[C@@H]2O[C@H](CC(=O)N[C@H]3CCN(Cc4ccccc4)C3)CC[C@H]21"
"3808","CC(=O)N1[C@@H]2c3cccc(=O)n3C[C@H]1[C@H](CO)[C@H]2C(=O)NC1CCCC1"
"3809","COc1ccc2c3c([nH]c2c1)[C@H](CO)N(C(=O)C1CCC1)CC31CN(C(=O)c2ccccn2)C1"
"3810","CO[C@@H]1CN(C)C(=O)c2ccc(NS(=O)(=O)c3ccccc3F)cc2OC[C@H](C)NC[C@@H]1C"
"3811","Cc1onc(-c2ccccc2)c1-c1ccc(S(N)(=O)=O)cc1"
"3812","C[C@@H](CO)N1C[C@@H](C)[C@H](CN(C)C(=O)[C@@H](Cc2ccccc2)N(C)C)OCc2ccccc2-c2ccccc2C1=O"
"3813","O=C(C[C@@H]1CC[C@H](NC(=O)C2CCC2)[C@H](CO)O1)NCC1CC1"
"3814","CSCC[C@H](NC=O)C(=O)N[C@@H](CC(=O)O)C(=O)NCC(=O)N[C@@H](CS)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CC(C)C)C(=O)O"
"3815","N#C[C@H]1[C@@H](c2ccc(C3=CCCCC3)cc2)[C@H](CO)N1C(=O)CN1CCOCC1"
"3816","CN1C(=O)c2cc(NC(=O)c3ccc(F)c(F)c3)ccc2OC[C@@H]2O[C@@H](CC(=O)N3CCOCC3)CC[C@H]21"
"3817","COCCN(C[C@@H]1[C@@H](c2ccccc2)[C@H](CO)N1C(=O)C1CCC1)C(C)=O"
"3818","O=C(O)C[C@@H]1C=C[C@@H](NC(=O)c2ccccc2F)[C@H](CO)O1"
"3819","CN(C)c1ccc2c(c1)[C@@H]1C[C@@H](CC(=O)NCc3ccncc3)O[C@H](CO)[C@@H]1O2"
"3820","CC(=O)[C@@]1(O)CC[C@@H]2[C@@H]3C[C@H](C)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C"
"3821","C[C@@H]1CN([C@H](C)CO)C(=O)c2cc(NC(=O)CCN3CCOCC3)ccc2O[C@@H]1CN(C)Cc1ccc(Cl)c(Cl)c1"
"3822","CNNCc1ccc(C(=O)NC(C)C)cc1"
"3823","CCNC[C@@H]1[C@@H](c2ccccc2)[C@@H](CO)N1C(=O)Cc1ccccn1"
"3824","Cc1cc(C2CCCCC2)n(O)c(=O)c1"
"3825","C#CCNC(=O)[C@H](Cc1ccc(C(=O)c2ccccc2)cc1)NC(=O)OC(C)(C)C"
"3826","C[C@@]1(C(=O)Nc2ccc(F)nc2)CCCN1c1nc(Nc2cc(C3CC3)n[nH]2)c2cccn2n1"
"3827","O=C(C[C@@H]1C[C@H]2c3cc(NC(=O)Nc4ccccc4F)ccc3O[C@H]2[C@H](CO)O1)NC1CCCCC1"
"3828","CCC(=O)N1[C@@H](CO)[C@@H](c2ccccc2)C12CN(C(=O)CN1CCOCC1)C2"
"3829","C[C@@H]1CN([C@H](C)CO)C(=O)c2ccccc2-c2ccccc2CO[C@@H]1CN(C)C(=O)Nc1ccc2c(c1)OCO2"
"3830","C[C@@H](O)C#Cc1ccc([C@@H]2[C@H]3CN(C(=O)c4ccc5c(c4)OCO5)CCCCN3[C@H]2CO)cc1"
"3831","CO[C@@H]1CC[C@@H]2CCN(C)C(=O)[C@H](C)N(C)C(=O)c3cc(C#N)ccc3OC[C@H]1O2"
"3832","C/C=C/c1ccc(OCc2cn3cccc(C)c3n2)c(OC)c1"
"3833","NS(=O)(=O)c1cc2c(cc1Cl)NCNS2(=O)=O"
"3834","CO[C@H]1CC[C@H]2CCOc3c(C#N)cccc3C(=O)N(C)C[C@H](C)C(=O)N(C)C[C@@H]1O2"
"3835","O=C1NC(=O)c2cc(Nc3ccccc3)c(Nc3ccccc3)cc21"
"3836","O=C(C1CCOCC1)N1[C@H](CO)[C@@H](c2ccccc2)C12CN(Cc1cccc(Cl)c1)C2"
"3837","CCCN1[C@@H]2c3ccc(-c4ccc(C(=O)N(C)C)cc4)c(=O)n3C[C@@H]2[C@@H](CO)[C@@H]1C(=O)NCCOC"
"3838","COc1cccc(NC(=O)C[C@@H]2CC[C@@H]3[C@@H](COc4ccc(NC(=O)C5CCOCC5)cc4C(=O)N3C)O2)c1"
"3839","N#Cc1cccc(-c2ccc3c(c2)[C@@H]2[C@@H](CCN2Cc2ccc4c(c2)OCO4)[C@@H](CO)N3)c1"
"3840","CNC[C@H]1Oc2cc(C#CC3(O)CCCC3)ccc2S(=O)(=O)N([C@@H](C)CO)C[C@@H]1C"
"3841","CO[C@H]1CC[C@@H]2CCN(C)C(=O)[C@H](C)[C@H](OC)CN(C)C(=O)c3cccc(C#N)c3OC[C@H]1O2"
"3842","CN1C(=O)c2cc(NC(=O)c3ccc(Cl)cc3)ccc2OC[C@@H]2O[C@@H](CC(=O)O)CC[C@H]21"
"3843","O=C(C[C@H]1C[C@H]2c3cc(NC(=O)Nc4ccc(C(F)(F)F)cc4)ccc3O[C@H]2[C@H](CO)O1)NCc1cccnc1"
"3844","CN1CCN(C(=O)C[C@H]2C[C@@H]3c4cc(NC(=O)c5ccc6c(c5)OCO6)ccc4O[C@@H]3[C@@H](CO)O2)CC1"
"3845","CO[C@@H](CN(C)S(=O)(=O)c1ccc(Cl)cc1)[C@H](C)CN(Cc1ccccc1Cl)[C@H](C)CO"
"3846","CSc1nc(-c2ccccc2)nc(C(C)C)n1"
"3847","CCC(=O)N1CC2(C1)CN(Cc1cccc(Cl)c1)[C@@H](CO)c1[nH]c3cc(OC)ccc3c12"
"3848","C[C@@H](CO)N1C[C@@H](C)[C@@H](CN(C)CC2CCCC2)Oc2ncc(C#Cc3ccccn3)cc2C1=O"
"3849","[O-][N+]c1ccc(O)c2ncccc12"
"3850","COc1ccc2c3c(n(C)c2c1)[C@@H](CO)N(Cc1ccccc1Cl)CC31CN(C(=O)CC2CC2)C1"
"3851","N=C(N)c1ccc(OCCCCCOc2ccc(C(=N)N)cc2)cc1"
"3852","CCCN1[C@@H]2c3ccc(-c4ccccc4F)c(=O)n3C[C@@H]2[C@@H](CO)[C@@H]1C(=O)N1CCN(C)CC1"
"3853","COc1ccc(NC(=O)Nc2ccc3c(c2)[C@@H]2C[C@@H](CC(=O)NCc4ccccn4)O[C@@H](CO)[C@@H]2O3)cc1"
"3854","O=C(NCC[C@@H]1CC[C@H](NS(=O)(=O)Cc2ccccc2)[C@H](CO)O1)C1CCC1"
"3855","COc1cc(C(=O)O)cc(O)c1OC"
"3856","CN1CCN(C(=O)C[C@H]2CC[C@H]3[C@@H](COc4ccc(NC(=O)C5CCOCC5)cc4C(=O)N3C)O2)CC1"
"3857","Cc1ccc(S(=O)(=O)N(C)C[C@@H]2OCc3cnnn3CCCC(=O)N([C@H](C)CO)C[C@@H]2C)cc1"
"3858","C[C@@H]1CN([C@H](C)CO)C(=O)CCCn2cc(nn2)CO[C@@H]1CN(C)C(=O)c1cc(-c2ccccc2)on1"
"3859","Cc1c(C2CCN(CCc3ccccc3)CC2)noc1-c1ccc(Cl)cc1"
"3860","COc1ccc(NC(=O)N(C)C[C@@H]2OCCCC[C@H](C)Oc3ccc(NC(=O)C4CCCCC4)cc3C(=O)N([C@@H](C)CO)C[C@H]2C)cc1"
"3861","C/C=C/c1cnc2c(c1)C(=O)N([C@@H](C)CO)C[C@H](C)[C@H](CN(C)Cc1ccc(F)cc1)O2"
"3862","OC[C@@H]1[C@@H](c2ccc(C#Cc3ccccc3F)cc2)[C@@H]2CN(CC3CCOCC3)CCCCN12"
"3863","Clc1cc(Cl)c(OCC#CI)cc1Cl"
"3864","CC=CC(=O)N(CC)c1ccccc1C"
"3865","CN1CCN(C(=O)[C@H]2[C@H](CO)[C@H]3Cn4c(ccc(/C=C/c5ccccc5)c4=O)[C@H]3N2CC2CC2)CC1"
"3866","CCCN1CCC[C@@H]2Cc3nc(N)ncc3C[C@H]21"
"3867","CN1[C@H](C(=O)Nc2ccccc2)[C@@H](CO)[C@@H]2Cn3c(ccc(-c4ccc(F)cc4)c3=O)[C@@H]21"
"3868","O=C(CN1CCOCC1)N[C@H]1CC[C@H](CCNC(=O)C2CCC2)O[C@@H]1CO"
"3869","COC(=O)c1ccccc1NC(=O)CCCOc1cc(=O)n(C)c2ccccc12"
"3870","Cc1c(C(=O)NN2CCCCC2)nn(-c2ccc(Cl)cc2Cl)c1-c1ccc(Cl)cc1"
"3871","CC(C)(C)[S@](=O)N1Cc2cc(C(=O)NCCN3CCCC3)nc(-c3cccc(-c4cccc(C#N)c4)c3)c2[C@@H]1CCO"
"3872","O=C(CN1CCOCC1)N[C@@H]1CC[C@H](CCNC(=O)C2CCC2)O[C@@H]1CO"
"3873","Cc1ccccc1S(=O)(=O)NCC[C@H]1CC[C@H](NS(=O)(=O)c2ccccc2C)[C@H](CO)O1"
"3874","C[C@H]1CCCCO[C@@H](CN(C)C(=O)Cc2ccccc2)[C@@H](C)CN([C@H](C)CO)C(=O)c2cc(NC(=O)c3ccncc3)ccc2O1"
"3875","CC(C)CC#Cc1ccc([C@@H]2[C@@H](CO)N3C(=O)CN(C(=O)Nc4cc(F)ccc4F)C[C@@H]23)cc1"
"3876","Cc1noc(C)c1NC(=O)Nc1ccc2c(c1)C(=O)N([C@@H](C)CO)C[C@@H](C)[C@@H](CN(C)S(=O)(=O)c1ccc(Cl)cc1)OCCCC[C@@H](C)O2"
"3877","CCOc1ccc(CCNC(=O)Cc2ccccc2)cc1OCC"
"3878","COCC(=O)Nc1ccc2c(c1)OC[C@@H](C)N(Cc1cccc(F)c1)C[C@H](C)[C@H](OC)CN(C)C2=O"
"3879","C[C@@H](CO)N1C[C@@H](C)[C@@H](CN(C)CC2CC2)OCCCC[C@@H](C)Oc2ccc(NS(C)(=O)=O)cc2C1=O"
"3880","CC(=O)N=c1sc(S(N)(=O)=O)nn1C"
"3881","C[C@H]1CN([C@H](C)CO)S(=O)(=O)c2ccc(/C=C/c3ccccc3)cc2O[C@H]1CN(C)C(=O)NC1CCCCC1"
"3882","CC(C)CC#Cc1ccc([C@H]2[C@H](CO)N3C(=O)CN(C(=O)NC4CCCC4)C[C@@H]23)cc1"
"3883","O=C(C1CCOCC1)N1CC2(C1)[C@H](c1ccccc1)[C@@H](CO)N2C(=O)CC1CC1"
"3884","CCCCCCCCCCCCCCCC[N+](C)(C)CCN(Cc1ccc(OC)cc1)c1ncccn1"
"3885","O=C(NC1CCNCC1)c1n[nH]cc1NC(=O)c1c(Cl)cccc1Cl"
"3886","CO[C@@H](CN(C)C(=O)C1CCOCC1)[C@@H](C)CN(C(=O)Nc1ccc(C(F)(F)F)cc1)[C@H](C)CO"
"3887","COc1ccc(NC(=O)N(C)C[C@@H]2Oc3ccc(NC(=O)NC(C)C)cc3CC(=O)N([C@@H](C)CO)C[C@H]2C)cc1"
"3888","O=C([C@H]1[C@H]2c3cccc(=O)n3C[C@@H]([C@@H]1CO)N2C(=O)c1ccccn1)N1CCCCC1"
"3889","COCC(=O)Nc1ccc2c(c1)OC[C@@H](C)N(CC1CC1)C[C@@H](C)[C@@H](OC)CN(C)C2=O"
"3890","NCC[C@H]1CC[C@H](NC(=O)c2ccccc2F)[C@@H](CO)O1"
"3891","O=C(C[C@@H]1CC[C@H]2NC[C@H](O)COC[C@@H]2O1)NC1Cc2ccccc2C1"
"3892","COc1ccc(C#Cc2cnc3c(c2)C(=O)N([C@H](C)CO)C[C@H](C)[C@H](CN(C)C(=O)CC2CC2)O3)cc1"
"3893","C[C@@H]1CCCCO[C@@H](CN(C)Cc2ccc(Cl)c(Cl)c2)[C@H](C)CN([C@H](C)CO)C(=O)c2cc(NC(=O)NC3CCCCC3)ccc2O1"
"3894","COc1ccccc1CN1CC[C@@H]2[C@@H](CO)Nc3ccc(-c4ccc(C(=O)N(C)C)cc4)cc3[C@@H]21"
"3895","CO[C@@H]1CN(C)C(=O)c2cc(NC(=O)C3CC3)ccc2OC[C@@H](C)N(C(=O)CN2CCOCC2)C[C@@H]1C"
"3896","COC(=O)C[C@H]1CC[C@@H]2[C@@H](COc3ccc(NS(=O)(=O)c4ccccc4Cl)cc3C(=O)N2C)O1"
"3897","CC(C)c1cn(CC[C@@H]2CC[C@H](NC(=O)C3CC3)[C@H](CO)O2)nn1"
"3898","C[C@@H]1CN([C@H](C)CO)C(=O)c2c(c3ccccc3n2C)-c2ccccc2CO[C@@H]1CN(C)S(=O)(=O)c1ccsc1"
"3899","COCC(=O)Nc1ccc2c(c1)[C@H]1C[C@H](CC(=O)NCc3cccnc3)O[C@@H](CO)[C@H]1O2"
"3900","CNCCCN1c2ccccc2Sc2ccc(C(F)(F)F)cc21"
"3901","COc1cccc(S(=O)(=O)N[C@@H]2CC[C@H](CCN)O[C@H]2CO)c1"
"3902","COCC(=O)N[C@@H]1C=C[C@H](CC(=O)N2CCCCC2)O[C@@H]1CO"
"3903","O=C(C1CCOCC1)N1CC(=O)N2[C@@H](CO)[C@@H](c3ccc(-c4cccnc4)cc3)[C@@H]2C1"
"3904","CCCN1CCc2cccc3c2[C@H]1Cc1ccc(O)c(O)c1-3"
"3905","COCC(=O)N1[C@@H]2c3cccc(=O)n3C[C@@H]2[C@@H](CO)[C@@H]1C(=O)NCc1ccccc1"
"3906","O=C(C[C@H]1C[C@@H]2c3cc(NS(=O)(=O)c4ccc(F)cc4)ccc3O[C@@H]2[C@@H](CO)O1)NC1CCCCC1"
"3907","COc1ccc2c3c([nH]c2c1)[C@H](CO)N(Cc1cccc(F)c1)CC31CCN(C(C)=O)CC1"
"3908","COc1ccc(CN(C)C[C@H]2OCCCC[C@@H](C)Oc3ccc(NC(=O)C4CCCCC4)cc3C(=O)N([C@H](C)CO)C[C@H]2C)cc1"
"3909","Cc1ccc2nc(NCCN)c3ncc(C)n3c2c1"
"3910","CC(C)CC(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@@H](CC(C)C)[C@@H](O)CC(=O)N[C@@H](C)C(=O)N[C@@H](CC(C)C)[C@@H](O)CC(=O)O)C(C)C)C(C)C"
"3911","CNS(=O)(=O)c1ccc2c(c1)C(=O)c1cc(S(=O)(=O)NC)ccc1CC2"
"3912","COc1ccc(C(=O)N2C[C@@H]3[C@H](c4ccccc42)[C@H](CO)N3C(=O)Cc2ccccn2)cc1"
"3913","CN(C)C(=O)C[C@@H]1C[C@@H]2c3cc(NC(=O)Nc4ccc(F)cc4)ccc3O[C@@H]2[C@H](CO)O1"
"3914","COc1cccc(CN(C)C[C@H]2OCc3ccccc3-c3ccccc3C(=O)N([C@@H](C)CO)C[C@H]2C)c1"
"3915","CO[C@@H]1CN(C)C(=O)c2ccc(NC(=O)C3CC3)cc2OC[C@H](C)N(Cc2ccncc2)C[C@H]1C"
"3916","COc1cccc(Nc2nc(NCCO)nc(N3CCCC3)n2)c1"
"3917","Cc1cc(NC(=O)CS(=O)(=O)c2cn(Cc3cccc(Cl)c3)c3ccccc23)no1"
"3918","COc1cccc(NC(=O)N(C)C[C@@H]2OCc3cn(nn3)CCCC(=O)N([C@@H](C)CO)C[C@H]2C)c1"
"3919","C[C@@H]1CN([C@H](C)CO)C(=O)Cc2cc(N(C)C)ccc2O[C@@H]1CN(C)S(=O)(=O)c1ccccc1"
"3920","COCC(=O)N1CCC2(CC1)CN(Cc1ccccc1Cl)[C@@H](CO)c1[nH]c3cc(OC)ccc3c12"
"3921","COc1cccc(S(=O)(=O)N[C@H]2CC[C@@H](CCN)O[C@@H]2CO)c1"
"3922","CCCNC(=O)N1C[C@H](O)COC[C@@H]2O[C@H](CC(=O)N[C@H]3CCN(Cc4ccccc4)C3)CC[C@H]21"
"3923","CN1CC[C@@]2(C)c3cc(O)ccc3N(C)[C@@H]12"
"3924","CO[C@H]1CN(C)C(=O)c2cc(NS(C)(=O)=O)ccc2OC[C@H](C)N(C)C[C@H]1C"
"3925","O=C([C@@H]1N[C@@H]2c3ccc(C4=CCCCC4)c(=O)n3C[C@@H]2[C@H]1CO)N1CCc2ccccc2C1"
"3926","O=c1cc(-c2ccc(O)cc2)oc2cc(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)cc(O)c12"
"3927","CO[C@@H]1[C@H](N(C)C(=O)c2ccccc2)C[C@H]2O[C@]1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4"
"3928","CO[C@H]1CN(C)C(=O)c2cc(NC(=O)NC(C)C)ccc2OC[C@H](C)N(Cc2ccccc2)C[C@@H]1C"
"3929","C[C@H]1CN([C@H](C)CO)C(=O)c2cc(NC(=O)CCCCCC(=O)Nc3ccccc3N)ccc2O[C@@H]1CN(C)Cc1ccc2c(c1)OCO2"
"3930","C[C@@H](NC(=O)[C@@H]1[C@@H](CO)[C@@H]2Cn3c(cccc3=O)[C@@H]2N1S(C)(=O)=O)c1ccccc1"
"3931","C[C@@H]1CN([C@H](C)CO)S(=O)(=O)c2ccc(C#CC(C)(C)O)cc2O[C@@H]1CN(C)Cc1ccc(F)cc1"
"3932","C[C@H]1CN([C@H](C)CO)C(=O)c2cc(NC(=O)Cc3ccccc3)ccc2O[C@H]1CN(C)C(=O)Nc1ccc(C(F)(F)F)cc1"
"3933","c1ccc(CC2CCN(c3ncnc4sccc34)CC2)cc1"
"3934","CN1C(=O)c2cc(NS(=O)(=O)c3cccc(F)c3)ccc2OC[C@H]2O[C@H](CC(=O)NCCN3CCCCC3)CC[C@H]21"
"3935","CCCC#Cc1ccc([C@H]2[C@H](CO)N3C(=O)CN(C(=O)c4cccnc4)C[C@@H]23)cc1"
"3936","CC(C)C[C@@H]1COCc2cn(nn2)CC[C@H](C)C(=O)N1"
"3937","COc1ccc(CN(C)C[C@@H]2OCCCC[C@H](C)Oc3ccc(NC(=O)Cc4ccccc4)cc3C(=O)N([C@H](C)CO)C[C@H]2C)cc1"
"3938","CC(=O)[C@H]1CC[C@@H]2[C@@H]3C[C@H](C)C4=CC(=O)CC[C@]4(C)[C@@H]3[C@@H](O)C[C@]12C"
"3939","C[C@@H](NC(=O)C[C@H]1C[C@@H]2c3cc(NS(=O)(=O)c4ccc(F)cc4)ccc3O[C@@H]2[C@H](CO)O1)c1ccccc1"
"3940","O=C(C[C@@H]1CC[C@@H]2[C@H](COC[C@H](O)CN2Cc2cccc(-c3ccncc3)c2)O1)N1CCOCC1"
"3941","CN(C)c1ccc2c(c1)[C@@H]1C[C@H](CC(=O)NCCN3CCCCC3)O[C@H](CO)[C@@H]1O2"
"3942","N#C[C@@H]1[C@H](c2ccccc2)[C@H](CO)N1S(=O)(=O)Cc1ccccc1"
"3943","O=C(Cc1ccncc1)NCC[C@H]1CC[C@@H](NC(=O)C2CCC2)[C@H](CO)O1"
"3944","CCC(=O)Nc1ccc2c(c1)OC[C@@H](C)N(C(=O)c1ccc(F)cc1)C[C@H](C)[C@H](OC)CN(C)C2=O"
"3945","CO[C@H]1CN(C)C(=O)c2cc(NC(=O)NC(C)C)ccc2OC[C@H](C)N(C(=O)C2CCC2)C[C@H]1C"
"3946","C[C@H]1CN([C@H](C)CO)S(=O)(=O)c2ccc(C#Cc3ccccn3)cc2O[C@H]1CN(C)C"
"3947","Cc1c(O)c(C(=O)CC(C)C)c2oc3c(C(=O)CC(C)C)c(O)c(C)c(O)c3c2c1O"
"3948","CC(C)CC#Cc1ccc([C@@H]2[C@@H](CO)N3C(=O)CN(S(=O)(=O)c4cccc(F)c4)C[C@H]23)cc1"
"3949","O=C(C[C@@H]1CC[C@@H]2[C@H](COC[C@@H](O)CN2C(=O)Cc2ccccc2)O1)NC1Cc2ccccc2C1"
"3950","CCCNC(=O)N1C[C@H](C)[C@H](OC)CN(C)C(=O)c2ccc(NS(=O)(=O)CC(F)(F)F)cc2OC[C@H]1C"
"3951","C[C@@H]1CN([C@H](C)CO)C(=O)CCCn2cc(nn2)CO[C@@H]1CN(C)C(=O)Nc1ccc2c(c1)OCO2"
"3952","CN1CCCCN2[C@H](CO)[C@@H](c3ccc(-c4ccc(F)cc4)cc3)[C@@H]2C1"
"3953","COC(=O)C[C@H]1C=C[C@@H](NC(=O)Nc2ccc(C(F)(F)F)cc2)[C@@H](CO)O1"
"3954","Cc1ccccc1S(=O)(=O)N1C[C@H](O)COC[C@@H]2O[C@H](CC(=O)N3CCN(C)CC3)CC[C@H]21"
"3955","CCn1nccc1C(=O)Nc1nc2ccccc2n1CCN1CCCCC1"
"3956","CCC(=O)NS(=O)(=O)c1ccc(-c2c(-c3ccccc3)noc2C)cc1"
"3957","COc1cccc(C(=O)Nc2ccc3c(c2)C(=O)N(C)[C@H]2CC[C@@H](CC(=O)NCCCN4CCOCC4)O[C@H]2CO3)c1"
"3958","CCN(CC)Cc1ccc2cc(COC(=O)Nc3ccc(C(=O)NO)cc3)ccc2c1"
"3959","c1ccc2c(c1)CN1CCCC1=N2"
"3960","CO[C@H]1CN(C)C(=O)c2cc(NC(=O)C3CC3)ccc2OC[C@@H](C)N(C(=O)NC(C)C)C[C@@H]1C"
"3961","CO[C@H]1CC[C@@H]2CCOc3c(C#N)cccc3C(=O)N(C)C[C@H](OC)[C@@H](C)C(=O)N(C)C[C@@H]1O2"
"3962","Cc1csc(CNc2ncnc3ccc(-c4ccccc4Cl)cc23)c1"
"3963","C[C@@H]1CN([C@H](C)CO)S(=O)(=O)c2ccc(/C=C/c3ccccc3)cc2O[C@H]1CN(C)C(=O)CN1CCOCC1"
"3964","O=C(N[C@@H]1C=C[C@H](CC(=O)N2CCC(Cc3ccccc3)CC2)O[C@H]1CO)c1cnccn1"
"3965","C/C=C/c1ccc([C@H]2[C@@H](CO)N(CC3CCCC3)C23CN(C(=O)CC)C3)cc1"
"3966","O=C(O)[C@H]1[C@H](CO)[C@H]2Cn3c(ccc(-c4ccccc4F)c3=O)[C@@H]1N2C(=O)c1cccnc1"
"3967","O=S(=O)(O)c1cc(N=C=S)ccc1/C=C/c1ccc(N=C=S)cc1S(=O)(=O)O"
"3968","C[C@@H](CO)N1C[C@@H](C)[C@H](CN(C)S(=O)(=O)c2ccc3ccccc3c2)OCc2cnnn2CCCC1=O"
"3969","O=C(C[C@H]1CC[C@H]2[C@@H](COC[C@@H](O)CN2Cc2cc(F)cc(F)c2)O1)Nc1nccs1"
"3970","CS(=O)(=O)Nc1ccc2c(c1)[C@@H]1C[C@@H](CC(=O)NCc3cc(F)ccc3F)O[C@H](CO)[C@@H]1O2"
"3971","CCN1[C@@H]2c3ccc(C4=CCCCC4)c(=O)n3C[C@H]1[C@H](CO)[C@H]2C(=O)NCCOC"
"3972","CC(C)C#Cc1ccc2c(c1)O[C@H](CN(C)C(=O)c1ccncc1)[C@@H](C)CN([C@H](C)CO)S2(=O)=O"
"3973","CCCc1nc(C)c2c(=O)[nH]c(-c3cc(S(=O)(=O)N4CCN(CC)CC4)ccc3OCC)nn12"
"3974","CC1=C(/C=C/C(C)=C/C=C/C(C)=C\CO)C(C)(C)CCC1"
"3975","COc1cccc(C#Cc2ccc([C@@H]3[C@@H](CO)N(C(=O)c4ccccn4)[C@H]3C#N)cc2)c1"
"3976","C[C@@H]1CCCCO[C@@H](CN(C)CC2CCCCC2)[C@H](C)CN([C@H](C)CO)C(=O)c2cc(NC(=O)Nc3ccc(F)cc3)ccc2O1"
"3977","N#C[C@@H]1[C@@H](c2ccc(C#CC3(O)CCCC3)cc2)[C@@H](CO)N1C(=O)C1CC1"
