"","x"
"17147","C[C@H]1CN([C@H](C)CO)C(=O)c2cc(NC(=O)Nc3cccc4ccccc34)ccc2O[C@@H]1CN(C)Cc1ccncc1"
"17148","O=C(Nc1ccc(N2C(=O)CC3(CCCCC3)C2=O)c(Cl)c1)c1ccccn1"
"17149","O=S(=O)(Cc1ccccc1)NCC[C@@H]1CC[C@H](NS(=O)(=O)c2ccc(F)cc2)[C@@H](CO)O1"
"17150","COc1cccc(-c2ccc3c(c2)[C@H]2[C@H](CCN2C(=O)c2ccc4c(c2)OCO4)[C@H](CO)N3C)c1"
"17151","CC(C)NC(=O)N(C)C[C@@H]1OCCCC[C@H](C)Oc2ccc(N(C)C)cc2C(=O)N([C@@H](C)CO)C[C@@H]1C"
"17152","CCCC#Cc1ccc2c(c1)[C@@H]1[C@@H](CCN1C(=O)CC1CC1)[C@@H](CO)N2C"
"17153","CN[C@@H](C)[C@@H](O)c1ccccc1"
"17154","CN1C(=O)c2cc(NC(=O)c3cccc(C(F)(F)F)c3)ccc2OC[C@@H]2O[C@H](CC(=O)O)CC[C@H]21"
"17155","Cc1ccc(S(=O)(=O)N[C@H]2CC[C@H](CCn3cc(-c4cccnc4)nn3)O[C@@H]2CO)cc1"
"17156","Cc1ccnc(NC(=O)CCCOc2cc(=O)n(C)c3ccccc23)c1"
"17157","CO[C@@H]1CN(C)C(=O)c2cc(NC(=O)C3CCCCC3)ccc2OC[C@@H](C)NC[C@@H]1C"
"17158","O=C(C[C@@H]1CC[C@@H]2NC[C@@H](O)COC[C@H]2O1)NCCN1CCCCC1"
"17159","CO[C@@H]1CC[C@@H]2CCOc3c(C#N)cccc3C(=O)N(C)C[C@H](OC)[C@@H](C)C(=O)N(C)C[C@@H]1O2"
"17160","CO[C@@H]1CN(C)C(=O)c2cccc(C#N)c2OC[C@H]2O[C@H](CC[C@H]2OC)CCN(C)C(=O)[C@@H]1C"
"17161","O=C(C[C@H]1C[C@H]2c3cc(NC(=O)NC4CCCC4)ccc3O[C@H]2[C@@H](CO)O1)NCc1ccncc1"
"17162","CN1CCN(C(=O)C[C@H]2CC[C@@H]3[C@H](COC[C@H](O)CN3CC3CCOCC3)O2)CC1"
"17163","CCCN(C)C[C@@H]1Oc2ncc(-c3cccnc3)cc2C(=O)N([C@H](C)CO)C[C@H]1C"
"17164","CN1C(=O)c2cc(NC(=O)Cc3cccs3)ccc2OC[C@@H]2O[C@@H](CC(=O)NCc3ccc(-c4ccccc4)cc3)CC[C@H]21"
"17165","C[C@@H](N)Cc1cccc(C(F)(F)F)c1"
"17166","CCCNC(=O)N(C)C[C@H]1Oc2ncc(Br)cc2C(=O)N([C@@H](C)CO)C[C@H]1C"
"17167","O=C(O)CCc1c[nH]c2ccc(O)cc12"
"17168","Cc1ccc([N+](=O)[O-])cc1S(=O)(=O)N(C)C"
"17169","CCCNC(=O)N(C)C[C@H]1Oc2ncc(Br)cc2C(=O)N([C@H](C)CO)C[C@@H]1C"
"17170","CCC(=O)N1CCC2(CC1)CN(S(=O)(=O)c1ccccc1)[C@H](CO)c1[nH]c3cc(OC)ccc3c12"
"17171","Cc1ccccc1S(=O)(=O)N(C)C[C@@H]1OCc2cn(nn2)CCCC(=O)N([C@@H](C)CO)C[C@H]1C"
"17172","O=C(C[C@H]1C[C@@H]2c3cc(NC(=O)c4ccc5c(c4)OCO5)ccc3O[C@@H]2[C@H](CO)O1)NCCc1ccccc1"
"17173","CC1(C)c2[nH]c3ccccc3c2C[C@@H]2C(=O)N(Cc3ccc(F)cc3)C(=O)N21"
"17174","C[C@@H]1CN([C@H](C)CO)C(=O)Cc2cc(NC(=O)Nc3cccc4ccccc34)ccc2O[C@H]1CN(C)S(C)(=O)=O"
"17175","COc1ccc(NC(=O)N(C)C[C@H]2Oc3c(NC(=O)NC4CCCCC4)cccc3C(=O)N([C@H](C)CO)C[C@@H]2C)cc1"
"17176","CC(C)(C)c1ccc(-c2noc(CCC(=O)NC3CC3)n2)cc1"
"17177","Cc1noc(C)c1NC(=O)N(C)C[C@@H]1OCc2ccccc2-c2c(n(C)c3ccccc23)C(=O)N([C@@H](C)CO)C[C@@H]1C"
"17178","O=C(NCC1CC1)[C@H]1[C@H](CO)[C@H]2Cn3c(ccc(-c4cccc(F)c4)c3=O)[C@H]2N1CC1CCOCC1"
"17179","O=C(C[C@H]1C=C[C@H](NC(=O)c2cccc(F)c2)[C@H](CO)O1)Nc1nccs1"
"17180","O=C(Cc1cccnc1)N1[C@H](CO)[C@H](c2ccccc2)[C@H]1CNCC1CCC1"
"17181","CN1CCN(C(=O)C[C@H]2CC[C@H]3[C@@H](COc4ccc(NC(=O)c5cscn5)cc4C(=O)N3C)O2)CC1"
"17182","CC(C)C#Cc1ccc2c(c1)O[C@H](CN(C)C(=O)c1ccncc1)[C@H](C)CN([C@H](C)CO)S2(=O)=O"
"17183","O=C(NCc1ccccc1Cl)[C@@H]1[C@@H](CO)[C@@H]2Cn3c(cccc3=O)[C@@H]2N1C(=O)C1CCOCC1"
"17184","O=C(O)[C@H]1[C@H](CO)[C@H]2Cn3c(ccc(-c4cccc(F)c4)c3=O)[C@H]2N1C(=O)c1ccccn1"
"17185","COc1ccccc1S(=O)(=O)N(C)C[C@@H]1OCc2ccccc2-c2c(n(C)c3ccccc23)C(=O)N([C@@H](C)CO)C[C@H]1C"
"17186","Cc1cccc(/N=C2\SCC(=O)N2c2cccc(C)c2)c1"
"17187","O=C(C[C@@H]1CC[C@@H]2[C@H](COC[C@@H](O)CN2Cc2ccccc2F)O1)NC1CCC1"
"17188","CCCNC(=O)N(C)C[C@@H]1Oc2cc(C#CC(C)(C)O)ccc2S(=O)(=O)N([C@@H](C)CO)C[C@H]1C"
"17189","COc1cccc(C#Cc2ccc3c(c2)[C@@H]2[C@@H](CCN2C(=O)CC2CC2)[C@@H](CO)N3)c1"
"17190","Oc1cc2c(c(Cl)c1O)CCNC[C@@H]2c1ccccc1"
"17191","COc1ccc2c3c(n(C)c2c1)[C@@H](CO)N(C(=O)Nc1ccc(F)cc1)CC31CCN(C(=O)c2ccccc2F)CC1"
"17192","CO[C@H]1CN(C)C(=O)c2cc(NS(=O)(=O)CC(F)(F)F)ccc2OC[C@@H](C)N(C(=O)NC(C)C)C[C@@H]1C"
"17193","CCC(=O)O[C@]1(C(=O)CCl)[C@@H](C)C[C@H]2[C@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C"
"17194","CC(=O)N1[C@@H]2c3ccc(C4=CCCC4)c(=O)n3C[C@@H]2[C@@H](CO)[C@@H]1C(=O)Nc1ccccc1"
"17195","CCCN(C)C[C@@H]1Oc2cc(C#Cc3cccc(OC)c3)ccc2S(=O)(=O)N([C@H](C)CO)C[C@@H]1C"
"17196","CN(C)CC(=O)N1CCCCN2[C@H](C1)[C@@H](c1ccc(/C=C/c3ccccc3)cc1)[C@@H]2CO"
"17197","O=C(c1ccc2c(c1)OCO2)N1C[C@H]2[C@@H](c3ccccc31)[C@@H](CO)N2C(=O)CC1CC1"
"17198","C[C@@H]1CN([C@H](C)CO)C(=O)Cc2cc(NC(=O)CCCCCC(=O)Nc3ccccc3N)ccc2O[C@@H]1CN(C)Cc1ccc(-c2ccccc2)cc1"
"17199","O=C(C[C@H]1CC[C@@H]2[C@H](COC[C@@H](O)CN2Cc2cc(F)cc(F)c2)O1)Nc1nccs1"
"17200","O=C(C[C@H]1CC[C@H](NC(=O)c2ccc3c(c2)OCO3)[C@@H](CO)O1)NCc1ccc(Oc2ccccc2)cc1"
"17201","CCCN1[C@@H]2Cn3c(ccc(-c4cccnc4)c3=O)[C@H]1[C@@H](C(=O)NCCc1cn(C)cn1)[C@@H]2CO"
"17202","C[C@H]1CN([C@@H](C)CO)C(=O)c2c(c3ccccc3n2C)-c2ccccc2CO[C@H]1CN(C)S(=O)(=O)c1cn(C)cn1"
"17203","COCCNC(=O)C[C@@H]1C[C@H]2c3cc(NC(=O)Nc4ccc(C(F)(F)F)cc4)ccc3O[C@H]2[C@@H](CO)O1"
"17204","Cc1ccccc1S(=O)(=O)N1CCCCN2[C@H](CO)[C@@H](c3ccc(C#CCN(C)C)cc3)[C@H]2C1"
"17205","Cc1ccc(OC(=O)N(C)C[C@@H]2OCc3cn(nn3)CCCC(=O)N([C@H](C)CO)C[C@H]2C)cc1"
"17206","CO[C@H]1CN(C)C(=O)c2ccc(NS(=O)(=O)c3ccc(Oc4ccccc4)cc3)cc2OC[C@@H](C)NC[C@H]1C"
"17207","C/C=C/c1ccc([C@@H]2[C@@H](CO)N3C(=O)CN(C(=O)Nc4ccc(F)cc4)C[C@H]23)cc1"
"17208","C[C@H]1CN([C@@H](C)CO)C(=O)c2cc(-c3cccnc3)cnc2O[C@@H]1CN(C)C(=O)Nc1ccccc1"
"17209","C[C@@H](CO)N1C[C@@H](C)[C@@H](CN(C)Cc2ccncc2)OCCCC[C@@H](C)Oc2ccc(NC(=O)Nc3ccccc3)cc2C1=O"
"17210","C[C@@H](CO)N1C[C@@H](C)[C@H](CN(C)CC2CC2)OCCCC[C@@H](C)Oc2ccc(NC(=O)Nc3ccc4c(c3)OCO4)cc2C1=O"
"17211","Cc1ccc(-c2ccc3c(c2)O[C@@H](CN(C)C(=O)Nc2ccc(C(F)(F)F)cc2)[C@H](C)CN([C@@H](C)CO)S3(=O)=O)cc1"
"17212","C[N+]1(CCC(C(N)=O)(c2ccccc2)c2ccccc2)CCCCC1"
"17213","CC(C)(C)[S@@](=O)N1Cc2cc(C(=O)N3CCc4ccccc4C3)nc(-c3cccc(-c4cccnc4)c3)c2[C@H]1CCO"
"17214","C/C=C/c1ccc2c(c1)[C@@H]1[C@@H](CCN1C(=O)Cc1cccnc1)[C@@H](CO)N2C"
"17215","COc1ccc(S(=O)(=O)N(C)C[C@@H]2Oc3ncc(C#CC4(O)CCCC4)cc3C(=O)N([C@H](C)CO)C[C@H]2C)cc1"
"17216","CCCCCCCC(=O)CCc1ccc(O)c(OC)c1"
"17217","O=C(CC1CC1)N1CC2(C1)[C@H](c1ccccc1)[C@H](CO)N2Cc1ccccn1"
"17218","CC(C)(C)S(=O)N1Cc2cc(C(=O)NCCCN3CCOCC3)nc(-c3cccc(-c4cccc(F)c4)c3)c2[C@H]1CCO"
"17219","C[C@]12CC[C@H]3[C@@H](CC[C@]4(O)C[C@@H](O)CC[C@]34C=O)[C@@]1(O)CC[C@@H]2C1=CC(=O)OC1"
"17220","CC(C)COC(=O)N(C)C[C@H]1OCc2ccccc2-c2ccccc2C(=O)N([C@@H](C)CO)C[C@@H]1C"
"17221","COc1ccc2c3c(n(C)c2c1)[C@H](CO)N(C(C)=O)CC31CN(Cc2ccc(Cl)cc2)C1"
"17222","CN1CCN(C(=O)C[C@H]2C[C@H]3c4cc(NS(C)(=O)=O)ccc4O[C@H]3[C@@H](CO)O2)CC1"
"17223","O=C(C[C@@H]1CC[C@H]2[C@@H](COC[C@@H](O)CN2C(=O)c2ccc3c(c2)OCO3)O1)NC1CCCC1"
"17224","O=C(C[C@@H]1C[C@H]2c3cc(NC(=O)C4CCOCC4)ccc3O[C@H]2[C@H](CO)O1)NCc1cccnc1"
"17225","C[C@@H](NCc1ccc(OCc2cccc(F)c2)cc1)C(N)=O"
"17226","CO[C@@H]1CN(C)C(=O)c2cc(NS(=O)(=O)C3CCCCC3)ccc2OC[C@H](C)NC[C@@H]1C"
"17227","CNC[C@@H]1OCCCC[C@@H](C)Oc2ccc(NC(=O)NC(C)C)cc2C(=O)N([C@@H](C)CO)C[C@H]1C"
"17228","CC(C)[C@H]1CC[C@H](C(=O)N[C@@H](Cc2ccccc2)C(=O)O)CC1"
"17229","COc1cc2c(cc1OC)-c1c/c(=N\c3c(C)cc(C)cc3C)n(C)c(=O)n1CC2"
"17230","CCCN1[C@@H]2c3cccc(=O)n3C[C@H]1[C@H](CO)[C@H]2C(=O)N(C)C"
"17231","C[N+](C)(C)CCCCNC(=O)[C@H]1C[C@H]2C(=O)N3CCC[C@H]3C(=O)N2[C@H]1c1ccc(O)cc1"
"17232","CCCNC(=O)N1CC2(CCN(C(=O)c3cccc(F)c3)CC2)c2c([nH]c3cc(OC)ccc23)[C@@H]1CO"
"17233","c1cc(-c2ccc([C@@H]3[C@H]4CNC[C@@H]3N4CC3CC3)cc2)ccn1"
"17234","O=S(=O)(c1cccc(Cl)c1)N1[C@@H]2CNC[C@H]1[C@H]2c1ccc(-c2cccnc2)cc1"
"17235","CO[C@@H](C(=O)N(C)C[C@@H]1OCc2ccccc2-c2ccccc2C(=O)N([C@H](C)CO)C[C@@H]1C)c1ccccc1"
"17236","O=S(=O)(c1ccc(F)cc1)N1CCCCN2[C@@H](CO)[C@H](c3ccc(-c4cncnc4)cc3)[C@@H]2C1"
"17237","CCS(=O)(=O)Nc1ccc2c(c1)C(=O)N(C)C[C@H](OC)[C@H](C)CN(CCC(F)(F)F)[C@@H](C)CO2"
"17238","O=C(Cc1cccnc1)N1CC(=O)N2[C@H](CO)[C@H](c3ccc(C#CC4CCCCC4)cc3)[C@H]2C1"
"17239","O=C(C=Cc1ccc(O)c(O)c1)OCCc1ccccc1"
"17240","O=C(C[C@H]1C=C[C@@H](NC(=O)c2ccncc2)[C@H](CO)O1)NCC1CC1"
"17241","CC(C)NC(=O)N[C@H]1C=C[C@@H](CC(=O)NC2Cc3ccccc3C2)O[C@@H]1CO"
"17242","Cc1ccc(-c2cnc3c(c2)C(=O)N([C@@H](C)CO)C[C@@H](C)[C@@H](CN(C)C(=O)c2ccccc2)O3)cc1"
"17243","C[C@H](NC(=O)N(C)C[C@@H]1OCc2ccccc2-c2ccccc2C(=O)N([C@@H](C)CO)C[C@@H]1C)c1ccccc1"
"17244","COCC(=O)N1CC2(C1)[C@H](c1ccc(-c3ccc(C)cc3)cc1)[C@H](CO)N2C(C)=O"
"17245","CO[C@H](CN(C)S(=O)(=O)c1cccc(Cl)c1)[C@@H](C)CN([C@H](C)CO)S(=O)(=O)c1cccc(Cl)c1"
"17246","CO[C@H](C(=O)N(C)C[C@H]1OCc2ccccc2-c2ccccc2C(=O)N([C@@H](C)CO)C[C@@H]1C)c1ccccc1"
"17247","CC(=O)Nc1sc2c(c1-c1nc3ccccc3o1)CCN(C(C)C)C2"
"17248","CN(C)c1ccc(-c2csc(N3CCC(C(N)=O)CC3)n2)cc1"
"17249","C[C@@H](CO)N1C[C@@H](C)[C@@H](CN(C)CC2CC2)OCCCC[C@@H](C)Oc2ccc(NC(=O)Nc3ccc4c(c3)OCO4)cc2C1=O"
"17250","O=C(c1cnccn1)N1CC[C@@H]2[C@@H](CO)Nc3ccc(-c4ccccc4F)cc3[C@@H]21"
"17251","COCCNC(=O)C[C@@H]1C[C@H]2c3cc(NC(=O)CN(C)C)ccc3O[C@H]2[C@H](CO)O1"
"17252","Cc1ccccc1-c1ccc([C@H]2[C@H]3CN(S(=O)(=O)Cc4ccccc4)C[C@@H]2N3)cc1"
"17253","C[C@@H](CO)N1C[C@@H](C)[C@H](CN(C)Cc2ccc(-c3ccccc3)cc2)Oc2cc(C#C[C@@H](C)O)ccc2S1(=O)=O"
"17254","COc1ccc2c3c([nH]c2c1)[C@@H](CO)N(C(=O)Nc1ccc(F)cc1)CC31CN(C(=O)Nc2c(C)noc2C)C1"
"17255","O=C(CCCCC(=O)N/N=C/[C@H](O)[C@H](O)[C@@H](O)[C@@H](O)CO)NO"
"17256","C[C@H](NC(=O)C[C@H]1CC[C@H]2[C@@H](COC[C@H](O)CN2Cc2ccc(C(F)(F)F)cc2)O1)c1ccccc1"
"17257","COc1ccc2c3c(n(C)c2c1)[C@@H](CO)N(C)CC31CCN(C(=O)c2cccnc2)CC1"
"17258","CS(=O)(=O)Nc1ccc2c(c1)[C@H]1C[C@@H](CC(=O)NC3CCCC3)O[C@@H](CO)[C@H]1O2"
"17259","C[C@H]1CN([C@H](C)CO)C(=O)CCCn2nncc2CO[C@H]1CN(C)Cc1cccc(C(F)(F)F)c1"
"17260","C[C@@H]1CN([C@H](C)CO)C(=O)c2cc(-c3ccncc3)cnc2O[C@@H]1CN(C)S(=O)(=O)c1ccc(F)cc1"
"17261","CN1CCN(C(=O)C[C@H]2CC[C@H]3[C@@H](COC[C@@H](O)CN3Cc3cccc(F)c3)O2)CC1"
"17262","CC(=O)Nc1c(C#N)c(-c2ccccc2)c(C#N)c(=O)n1-c1ccc(C)cc1"
"17263","O=C(NCc1ccccc1F)c1cccs1"
"17264","CCCNC(=O)C[C@@H]1C[C@H]2c3cc(NC(=O)COC)ccc3O[C@H]2[C@@H](CO)O1"
"17265","C[C@H]1CN([C@@H](C)CO)C(=O)c2cc(NC(=O)CCN3CCOCC3)ccc2O[C@H]1CN(C)Cc1ccc(C(F)(F)F)cc1"
"17266","Cc1ccc(OCCn2c(CCNC(=O)C3CCCCC3)nc3ccccc32)cc1"
"17267","CCOc1ccccc1/C=C/c1onc(C)c1S(=O)(=O)N1CCC(C(=O)NC(C)(C)C)CC1"
"17268","C[C@@H]1CN([C@H](C)CO)C(=O)CCCn2cc(nn2)CO[C@@H]1CN(C)C(=O)C1CC1"
"17269","CO[C@@H]1CC[C@H]2CCN(C)C(=O)C[C@@H](c3ccccc3)CN(C)C(=O)c3cc(C#N)ccc3OC[C@@H]1O2"
"17270","O=C(Nc1nc2ccccc2s1)c1cccs1"
"17271","C[C@H]1CCCCO[C@H](CN(C)C)[C@@H](C)CN([C@@H](C)CO)C(=O)c2cc(NC(=O)CCCCCC(=O)Nc3ccccc3N)ccc2O1"
"17272","O=C(O)COc1cccc(-c2ocnc2-c2nc(-c3ccccc3)c(-c3ccccc3)o2)c1"
"17273","COCCNC(=O)C[C@H]1CC[C@H](NC(=O)NC2CCCCC2)[C@H](CO)O1"
"17274","C[C@H]1CN([C@H](C)CO)S(=O)(=O)c2ccc(C#CC3CCCC3)cc2O[C@H]1CN(C)Cc1cncnc1"
"17275","CCCNC(=O)Nc1ccc2c(c1)C(=O)N(C)C[C@@H](OC)[C@@H](C)CN(C(=O)c1ccccc1F)[C@@H](C)CO2"
"17276","N#[N+]CC(=O)CC[C@H](N)C(=O)O"
"17277","CC(C)(C)[S@](=O)N1Cc2cc(C(=O)NCc3ccncc3)nc(-c3cccc(-c4ccncc4)c3)c2[C@@H]1CCO"
"17278","O=C(CCN1CCCCC1)NCC[C@H]1CC[C@H](NS(=O)(=O)c2cccc(Cl)c2)[C@@H](CO)O1"
"17279","Cc1ccc(C(=O)c2cc(/C=C/C(=O)NO)n(C)c2)cc1"
"17280","C[C@H]1CN([C@H](C)CO)S(=O)(=O)c2ccc(-c3cccc(C#N)c3)cc2O[C@@H]1CN(C)C"
"17281","O=c1c(O[C@@H]2O[C@H](CO)[C@H](O)[C@H](O)[C@H]2O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12"
"17282","C[C@H]1CN([C@H](C)CO)C(=O)c2cccc(NC(=O)CCCCCC(=O)Nc3ccccc3N)c2O[C@@H]1CN(C)Cc1ccc(-c2ccccc2)cc1"
"17283","O=C1CNC[C@H]2[C@@H](c3ccc(C4=CCCCC4)cc3)[C@H](CO)N12"
"17284","O=C(C[C@H]1CC[C@H]2[C@@H](COC[C@@H](O)CN2Cc2cccc(C(F)(F)F)c2)O1)NCCc1ccncc1"
"17285","O=C(/C=C/c1ccc(I)cc1)c1ccc(B(O)O)cc1"
"17286","C[C@@H](CO)N1C[C@@H](C)[C@H](CN(C)S(=O)(=O)c2ccc(-c3ccccc3)cc2)OCc2cnnn2CCCC1=O"
"17287","O=C(C[C@H]1C[C@@H]2c3cc(NC(=O)NC4CCCC4)ccc3O[C@@H]2[C@@H](CO)O1)NCc1ccncc1"
"17288","COc1ccc(-c2cc(=O)c3c(OC)c(OC)c(OC)cc3o2)cc1OC"
"17289","Cc1ccc(S(=O)(=O)N(C)C[C@@H]2OCCCC[C@H](C)Oc3ccc(NC(=O)Nc4ccccc4)cc3C(=O)N([C@@H](C)CO)C[C@@H]2C)cc1"
"17290","CC(C)=CCC/C(C)=C/COc1ccc2ccc(=O)oc2c1"
"17291","COc1ccccc1C1(O)CCN(CCCn2c3ccccc3c3ccccc32)CC1"
"17292","O=C(N[C@@H]1C=C[C@@H](CC(=O)N2CCc3ccccc3C2)O[C@H]1CO)C1CC1"
"17293","CN1C[C@@H](O)COC[C@H]2O[C@H](CC(=O)NC3CCCC3)CC[C@@H]21"
"17294","CCN(CC)CCOC(=O)C(O)(c1ccccc1)c1ccccc1"
"17295","O=C1CCCC2=C1C1(CCCC1)NC(Nc1nc3ccccc3o1)=N2"
"17296","COC(=O)C[C@H]1C=C[C@H](N)[C@H](CO)O1"
"17297","CO[C@H]1CN(C)C(=O)c2cc(NC(=O)C3CC3)ccc2OC[C@@H](C)N(C(=O)CN2CCOCC2)C[C@H]1C"
"17298","COCC#Cc1ccc2c(c1)O[C@@H](CN(C)C(=O)c1ccccc1F)[C@H](C)CN([C@H](C)CO)S2(=O)=O"
"17299","C[C@H]1CN([C@@H](C)CO)C(=O)c2ccccc2-c2ccccc2CO[C@H]1CN(C)CC1CC1"
"17300","Cc1ccc(CN2CC(=O)N3[C@H](C2)[C@H](c2ccc(-c4ccccc4F)cc2)[C@@H]3CO)cc1"
"17301","CN1[C@@H]2c3ccc(-c4cccnc4)c(=O)n3C[C@@H]2[C@@H](CO)[C@@H]1C(=O)NCC1CCCCC1"
"17302","O=C(C[C@H]1CC[C@@H](NC(=O)Nc2ccc(C(F)(F)F)cc2)[C@@H](CO)O1)NCc1cc(F)cc(F)c1"
"17303","O=C(Cc1cccnc1)N1[C@H](CO)[C@H](c2ccccc2)[C@@H]1CNCC1CCC1"
"17304","O=C(C[C@@H]1CC[C@H](NC(=O)c2ccc(F)cc2)[C@H](CO)O1)NCc1ccncn1"
"17305","CC[C@@H]1C(=O)OC[C@@H]1Cc1cncn1C"
"17306","CN1C(=O)c2cc(NS(C)(=O)=O)ccc2OC[C@@H]2O[C@@H](CC(=O)NC3CCCCC3)CC[C@H]21"
"17307","COc1ccc(CN(C)C[C@H]2Oc3ccc(NC(=O)NC(C)C)cc3C(=O)N([C@@H](C)CO)C[C@@H]2C)cc1"
"17308","COc1ccc(S(=O)(=O)Nc2cccc3c2O[C@H](CN(C)S(=O)(=O)c2ccc(OC)cc2)[C@H](C)CN([C@H](C)CO)C3=O)cc1"
"17309","CO[C@@H]1CN(C)C(=O)c2cccc(C#N)c2OCC[C@H]2CC[C@@H](OC)[C@H](CN(C)C(=O)[C@H]1C)O2"
"17310","O=C1CNC[C@@H]2[C@@H](c3ccc(Br)cc3)[C@@H](CO)N12"
"17311","COc1cccc(S(=O)(=O)N(C)C[C@@H]2Oc3cc(C4=CCCC4)ccc3S(=O)(=O)N([C@@H](C)CO)C[C@H]2C)c1"
"17312","CCCCNC(=O)NS(=O)(=O)c1ccc(C)cc1"
"17313","C[C@H]1CCCCO[C@@H](CN(C)CC2CCCCC2)[C@H](C)CN([C@@H](C)CO)C(=O)c2cc(NC(=O)c3ccccc3)ccc2O1"
"17314","CN(C)CC#Cc1cccc(-c2nc(C(=O)O)cc3c2[C@H](CCO)N(S(=O)C(C)(C)C)C3)c1"
"17315","C[C@@H]1CN([C@H](C)CO)C(=O)c2c(c3ccccc3n2C)-c2ccccc2CO[C@H]1CN(C)S(=O)(=O)c1cccc(C#N)c1"
"17316","CC(C)NC(=O)N1[C@H](C(=O)NC2CCC2)[C@@H](CO)[C@@H]2Cn3c(ccc(-c4ccccc4F)c3=O)[C@@H]21"
"17317","CCS(=O)(=O)N1CC(=O)N2[C@H](CO)[C@@H](c3ccc(-c4cccc(F)c4)cc3)[C@@H]2C1"
"17318","CC(=O)N[C@H]1C[C@@H](C(=O)Nc2cc(-c3ccc(F)cc3)ccc2N)C1"
"17319","CC(C)(C)[S@@](=O)N1Cc2cc(C(=O)NCc3ccccc3F)nc(-c3cccc(-c4ccncc4)c3)c2[C@H]1CCO"
"17320","CC(C)NC(=O)N(C)C[C@@H]1OCCCC[C@@H](C)Oc2ccc(NC(=O)Cc3ccccc3)cc2C(=O)N([C@@H](C)CO)C[C@@H]1C"
"17321","S=P(c1ccccc1)(c1ccccc1)c1cnc2ccccn12"
"17322","CC(C)NC(=O)N(C)C[C@@H]1Oc2cc(C#C[C@@H](C)O)ccc2S(=O)(=O)N([C@H](C)CO)C[C@@H]1C"
"17323","C[C@@H](CO)N1C[C@@H](C)[C@@H](CN(C)S(=O)(=O)c2cccc(F)c2)OCc2ccccc2-c2ccccc2C1=O"
"17324","OC[C@H]1[C@H](c2ccc(C#CC3(O)CCCC3)cc2)[C@@H]2CN(Cc3cncnc3)CCCCN12"
"17325","COCc1cn(CC[C@H]2CC[C@@H](NC(=O)Nc3ccc(C(F)(F)F)cc3)[C@H](CO)O2)nn1"
"17326","C[C@H]1CN([C@@H](C)CO)C(=O)c2c(c3ccccc3n2C)-c2ccccc2CO[C@H]1CN(C)S(=O)(=O)c1cccs1"
"17327","COc1ccc(NC(=O)Nc2ccc3c(c2)[C@H]2C[C@H](CC(=O)N4CCN(C)CC4)O[C@H](CO)[C@H]2O3)cc1"
"17328","CN1C(=O)c2cc(NC(=O)c3ccccc3Cl)ccc2OC[C@H]2O[C@H](CC(=O)NCC(F)(F)F)CC[C@@H]21"
"17329","Cc1ccc(S(=O)(=O)N[C@@H]2CC[C@H](CC(=O)NCCCN(C)C)O[C@@H]2CO)cc1"
"17330","C[C@H]1CCCCO[C@@H](CN(C)Cc2ccc(Cl)c(Cl)c2)[C@H](C)CN([C@H](C)CO)C(=O)c2cc(NS(=O)(=O)c3cccs3)ccc2O1"
"17331","CO[C@@H](CN(C)C(=O)C1CCOCC1)[C@H](C)CN([C@@H](C)CO)S(=O)(=O)c1ccccc1"
"17332","COc1ccc2c3c(n(C)c2c1)[C@@H](CO)N(C(C)=O)CC31CCN(Cc2ccccc2OC)CC1"
"17333","NC(=O)C1CCN(c2ncc(Br)s2)CC1"
"17334","Cc1ccc(NC(=O)Nc2ccc3c(c2)C(=O)N(C)[C@@H]2CC[C@@H](CC(=O)NCC(F)(F)F)O[C@@H]2CO3)cc1"
"17335","CCCOC(=O)c1cc2c(cn1)[nH]c1ccccc12"
"17336","CN1CCN(C(=O)C[C@H]2C[C@@H]3c4cc(NC(=O)c5ccc6c(c5)OCO6)ccc4O[C@@H]3[C@H](CO)O2)CC1"
"17337","C[C@H]1CN([C@@H](C)CO)C(=O)c2ccccc2-c2ccccc2CO[C@@H]1CN(C)C(=O)[C@H](C)c1ccccc1"
"17338","COCC(=O)Nc1ccc2c(c1)[C@@H]1C[C@@H](CC(=O)NCc3cccnc3)O[C@H](CO)[C@@H]1O2"
"17339","COCC(=O)N1C[C@H](C)[C@@H](OC)CN(C)C(=O)c2cc(NC(=O)Nc3cccc(F)c3)ccc2OC[C@H]1C"
"17340","O=[N+]([O-])c1cc2nc(O)c(O)nc2cc1[N+](=O)[O-]"
"17341","N#Cc1c(C(F)(F)F)cc(-c2cccs2)nc1S/C=C/C(=O)c1ccccc1"
"17342","C[C@@H](CO)N1C[C@@H](C)[C@@H](CN(C)C(=O)Nc2cccc3ccccc23)Oc2c(NS(C)(=O)=O)cccc2C1=O"
"17343","COC(=O)c1scc2c(O)cc(C(F)(F)F)nc12"
"17344","O=S(=O)(c1cccs1)N1CCCCN2[C@H](C1)[C@@H](c1ccc(/C=C/c3ccccc3)cc1)[C@@H]2CO"
"17345","CO[C@H]1CC[C@@H]2CCOc3c(C#N)cccc3C(=O)N(C)C[C@@H](C)C(=O)N(C)C[C@@H]1O2"
"17346","C[C@H]1CN([C@H](C)CO)C(=O)c2cc(-c3ccncc3)cnc2O[C@@H]1CN(C)S(=O)(=O)c1ccc(F)cc1"
