,0,Atoms
3315,O=C(O)[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,13
3316,O=C(O)[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO.[Na],14
3317,O=C(O)[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,13
3318,O=C(O)[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO.[Na],14
3319,Cc1cc(S(=O)(=O)O)c2c(C)ccc(C(C)C)cc1-2,19
3320,O=[V](O)(O)O,5
3321,Cc1c(S(=O)(=O)O)oc2c1C(=O)C(=O)c1c-2ccc2c1CCCC2(C)C,26
3322,CC1CCC2(NC1)OC1CC3C4CC=C5CC(OC6OC(CO)C(OC7OC(C)C(O)C(O)C7O)C(O)C6OC6OC(C)C(O)C(O)C6O)CCC5(C)C4CCC3(C)C1C2C,61
3323,CC1(C)CN(C(=O)c2ccc(-c3cccc4nc(NC(=O)C5CC5)nn34)cc2)C1,29
3324,CC[C@H]1OC(=O)[C@@](C)(F)C(=O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(OC)C[C@@H](C)C(=O)[C@H](C)[C@H]2N(CCCCn3cc(-c4cccc(N)c4)nn3)C(=O)O[C@]12C,60
3325,CC(C)(N)CC12CC3CC(CC(C3)C1)C2,15
3326,O=C1C=CC[C@@H]2[C@H]3CCCN4CCC[C@@H](CN12)[C@@H]34,18
3327,CC=CC=CC(=O)O,8
3328,O=C1NC(=O)C2(CCOc3ccc(F)cc32)N1,17
3329,CCCCCCCCCCCCCCCCCC(=O)OCC(O)[C@H]1OC[C@H](O)[C@H]1O,30
3330,OC[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,12
3331,OC[C@@H](O)[C@H](O)[C@@H](O)[C@H](O)CO,12
3332,OC[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,12
3333,OC[C@@H](O)[C@H](O)[C@@H](O)[C@H](O)CO,12
3334,CCOc1ccc(Cc2cc([C@@H]3O[C@H](SC)[C@@H](O)[C@H](O)[C@H]3O)ccc2Cl)cc1,28
3335,CN1CCN(c2nc(C3=C(c4c[nH]c5ccccc45)C(=O)NC3=O)c3ccccc3n2)CC1,33
3336,O=C(Nc1cc(C(F)(F)F)cc(C(F)(F)F)c1)c1cnc(Cl)nc1C(F)(F)F,28
3337,COc1ccc2[nH]c3c(-c4cccc5ccccc45)nccc3c2c1,25
3338,COCCOCCOc1ccc(C2=N[C@@](C)(C(=O)O)CS2)c(O)c1,24
3339,C[C@H]1CN(c2c(F)c(N)c3c(=O)c(C(=O)O)cn(C4CC4)c3c2F)C[C@@H](C)N1,28
3340,O=C(O)CC(NC(=O)CP(=O)(O)O)C(=O)O,16
3341,C1CCN2C[C@H]3C[C@@H](CN4CCCC[C@H]34)[C@@H]2C1,17
3342,Fc1ccc(CNc2ncnc3ccc(F)cc23)cc1,20
3343,NCCCCNCCCN,10
3344,NCCCNCCCCNCCCN,14
3345,CCCCCCCCCCCCC/C=C/[C@@H](O)[C@@H](N)COP(=O)(O)OCC[N+](C)(C)C,31
3346,CN(C(=O)Cc1ccc(Cl)c(Cl)c1)[C@H]1CC[C@@]2(CCCO2)C[C@@H]1N1CCCC1,28
3347,O=C(CCBr)N1CC[N+]2(CC1)CC[N+]1(CCN(C(=O)CCBr)CC1)CC2,26
3348,O=C1NCN(c2ccccc2)C12CCN(CC1COc3ccccc3O1)CC2,28
3349,CC(=O)c1ccc2c(c1)C(=O)C1(CC1)O2,15
3350,O=C1CCc2c(ccc3ccccc23)O1,15
3351,CC(C)n1nc(C#Cc2ccccc2)c2c(N)ncnc21,21
3352,COc1ccccc1Oc1c(NS(=O)(=O)c2ccc(C)cn2)nc(-c2ccncc2)nc1OC,34
3353,CC(C)=CCC/C(C)=C/CNCCNC1[C@H]2C[C@@H]3C[C@@H](C[C@H]1C3)C2,24
3354,Nc1ncnc2c1ncn2C1CCCO1,15
3355,O=C(Nc1ccc(C(O)(C(F)(F)F)C(F)(F)F)cc1)c1ccc(C(F)(F)F)cc1,29
3356,CC1=C(/C=C/C(=C/C=C/C(C)=C/C(=O)O)c2ccc(C)cc2)C(C)(C)CCC1,28
3357,CC(C)Oc1cccc(CC(=O)N2CCC[C@](CC[N+]34CCC(c5ccccc5)(CC3)CC4)(c3ccc(Cl)c(Cl)c3)C2)c1,43
3358,Cc1c(C)n(Cc2ccc(-c3ccccc3C(=O)O)cc2)c2ccc(C(=O)N[C@@H](C)c3ccc([N+](=O)[O-])cc3)cc12,41
3359,OC(c1ccc(-c2ccc(CN3CCN(Cc4ccncc4)CC3)cc2)c(F)c1)(C(F)(F)F)C(F)(F)F,37
3360,O=C(O)c1ccccc1Nc1cccc(OCc2ccc3ccccc3n2)c1,28
3361,O=C(O)Cn1c(C(=O)Nc2nc(-c3ccccc3Cl)cs2)cc2ccccc21,28
3362,Cc1ccc(-c2ncn(-c3ccc(Nc4nccc(-c5cccc(N6CCOCC6)c5)n4)cc3)n2)cn1,37
3363,COc1ccc(CCN(C)CCCOc2ccc(S(=O)(=O)c3c(C(C)C)c4ccccc4n3C)cc2)cc1OC,40
3364,COc1cc(NC(=O)c2cccc(-n3cc(NC(=O)Nc4cccc(C)c4)cn3)c2)cc(OC)c1OC,37
3365,CN(C)CCOc1cc(-c2cn[nH]c2)ccc1NC(=O)C1COc2ccccc2O1,30
3366,NC1CCN(c2cccc(Cl)n2)CC1,14
3367,CCc1ccccc1OC[C@@H](O)CN[C@H]1CCCc2ccccc21,24
3368,c1ccc2c(c1)CCCc1cc(NCCN3CCOCC3)nnc1-2,24
3369,COc1cc2ncnc(Nc3ccc(Oc4ccccc4)cc3)c2cc1OC,28
3370,O=C(Nc1cc(C(F)(F)F)ccc1N1CCCCC1)c1ccncc1,25
3371,O=C(Nc1ccccc1-c1cn2c(CN3CCNCC3)csc2n1)c1cnc2ccccc2n1,34
3372,Cc1nc(-c2cccnc2)sc1C(=O)Nc1ccccc1-c1cn2c(CN3CCOCC3)csc2n1,36
3373,O=C(Oc1ccc(Br)cc1)N1CCN2CCC1CC2,19
3374,COc1c(C)c(C(=O)c2ccc(N)c(C(=O)O)c2)n2ccccc12,24
3375,Oc1ccc2ccccc2c1Cc1c(O)ccc2ccccc12,23
3376,NC(=O)[C@H]1CCS[C@@H]2C[C@]3(CCCN3C(=O)Cc3ccc(NC(=O)COc4ccc(Cl)cc4Cl)cc3)C(=O)N21,39
3377,CCc1cccc(CC)c1N=C1NCCN1,16
3378,Cc1cccc(/C=N/Nc2cc(N3CCOCC3)nc(OCCc3ccccn3)n2)c1,31
3379,O=[N+]([O-])c1ccc2c(c1)S(=O)(=O)C=C2,14
3380,Cc1ccc(S(=O)(=O)OCC(=O)Nc2ccc(C(=O)O)c(O)c2)cc1,25
3381,CC(C)n1cnc2c(NCCc3ccc(O)cc3)nc(-c3csc4ccccc34)nc21,31
3382,CC(SC(=O)c1cccs1)C(=O)NCC(=O)O,17
3383,CC(=O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@H](O)C[C@]12C,24
3384,O=S(=O)(/N=C/c1c(O)ccc2ccccc12)c1cccs1,21
3385,Cc1ccc(S(=O)(=O)Cc2nc(-c3ccc(C(=O)NCc4cccnc4)cc3)oc2C)cc1,33
3386,CC(C)(C)c1ccc(S(=O)(=O)NCc2ccc(C(=O)Nc3cccnc3)cc2)cc1,30
3387,Cc1cccc(Nc2nc(-c3ccncc3)cs2)c1,19
3388,CC[C@H](/C=C/[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C)C(C)C,30
3389,Cc1ccc2c(c1)C1CN(C)CCC1N2,15
3390,Cc1ccc2c(c1)[C@H]1CN(C)CC[C@H]1N2,15
3391,Cc1ccc2c(c1)C1CN(C)CCC1N2,15
3392,Cc1ccc2c(c1)[C@H]1CN(C)CC[C@H]1N2,15
3393,O=C1CC2OCC=C3CN4CC[C@]56c7ccccc7N1C5[C@H]2[C@H]3CC46,25
3394,Cc1[nH]c(/C=C2\C(=O)Nc3ccc(S(=O)(=O)N(C)c4cccc(Cl)c4)cc32)c(C)c1C(=O)N1CCN(C)CC1,39
3395,Cc1[nH]c(/C=C2\C(=O)Nc3cc(-c4ccccc4)ccc32)c(C)c1CCC(=O)O,29
3396,CN(C)c1ccc(/C=C2\C(=O)Nc3ccccc32)cc1,20
3397,CSCC[C@H](NC(=O)[C@H](CC(C)C)NC(=O)CNC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCCN)NC(=O)[C@@H]1CCCN1C(=O)[C@@H](N)CCCNC(=N)N)C(N)=O,95
3398,O=C(O)CCC(=O)O,8
3399,O=C(O)CCC(=O)Nc1ccc(S(=O)(=O)Nc2nccs2)cc1,23
3400,OC[C@H]1O[C@H](O[C@]2(CCl)O[C@H](CCl)[C@@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@H]1Cl,23
3401,OC[C@H]1O[C@H](O[C@]2(CO)O[C@H](CO)[C@@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,23
3402,CC(=O)OC[C@H]1O[C@H](O[C@]2(COC(C)=O)O[C@H](COC(C)=O)[C@@H](OC(C)=O)[C@@H]2OC(C)=O)[C@H](OC(C)=O)[C@@H](OC(C)=O)[C@@H]1OC(C)=O,47
3403,Cc1ccccc1N=Nc1ccc(N=Nc2c(O)ccc3ccccc23)c(C)c1,29
3404,S=C1SCN(Cc2ccccc2)CN1Cc1ccccc1,21
3405,Nc1ccc(S(=O)(=O)NC(=O)c2ccccc2)cc1,19
3406,NC(=O)NS(=O)(=O)c1ccc(N)cc1,14
3407,COc1ccc(NS(=O)(=O)c2ccc(N)cc2)nn1,19
3408,Nc1ccc(S(=O)(=O)O[Zn]OS(=O)(=O)c2ccc(N)cc2)cc1,23
3409,CC(=O)Nc1ccc(S(=O)(=O)Nc2ccc([N+](=O)[O-])cc2)cc1,23
3410,Nc1ccc(S(=O)(=O)Nc2ccccn2)cc1,17
3411,Nc1ccc(S(=O)(=O)Nc2nccs2)cc1,16
3412,CS(=O)CCCCN=C=S,10
3413,COc1cc(S(C)=O)ccc1-c1nc2ncccc2[nH]1,20
3414,CCCCCCCCNC(C)C(O)c1ccc(SC(C)C)cc1,23
3415,COc1cc(NS(=O)(=O)c2ccc(N)cc2)nc(OC)n1,21
3416,CN[C@@H]1Cc2cccc3nc(O)n(c23)C1,15
3417,C/C(=N\c1ccccc1N)c1c(C)cc(=O)n(O)c1O,20
3418,Cc1c(C)c(NCC(=O)N(C)C2CCN(Cc3ccc(C(N)=O)cc3)CC2)c(C)c(C)c1N,33
3419,CC(C(=O)O)c1ccc(C(=O)c2cccs2)cc1,18
3420,Cn1nc(-c2cccc(F)c2)n(C)c1=S,15
3421,CC(=O)NC[C@H]1CN(c2ccc(N3CCSCC3)c(F)c2)C(=O)O1,24
3422,Cc1[nH]c(/C=C2/C(=O)Nc3ccc(F)cc32)c(C)c1C(=O)NC[C@H](O)CN1CCOCC1,32
3423,Nc1nnc(Sc2ncc([N+](=O)[O-])s2)s1,15
3424,COc1ccc2c(c1)/C(=C/c1c[nH]cn1)C(=O)N2,18
3425,O[C@@H]1[C@H](O)CN2CCC[C@@H](O)[C@H]12,12
3426,CN(C)C(=O)C(=O)c1cn(C)c2cc(Cl)c(C(=O)N3CCC(Cc4ccc(F)cc4)CC3)cc12,34
3427,C[C@H](C[C@H](N)C(=O)O)C(=O)O,11
3428,CCCNC(=O)N1N=C(c2ccc(N)cc2)c2cc3c(cc2C1C)OCO3,27
3429,O=c1n(Cl)c(=O)n(Cl)c(=O)n1Cl,12
3430,CNCC(O)c1ccc(O)cc1,12
3431,COc1ccncc1C(=O)NC(=O)Nc1ccc(-c2ccccc2)c(C(F)(F)F)c1,30
3432,O=S1(=O)N[C@H]2CCCN2c2ccccc21,15
3433,COC(=O)C(Cc1ccc(OCCn2c(=O)sc3cc(C(=O)c4ccccc4)ccc32)cc1)C(=O)OC,37
3434,Cc1cc(C)cc(NC(=O)Nc2ccc(OS(N)(=O)=O)cc2)c1,23
3435,O=C(Nc1ccncc1)c1cc([N+](=O)[O-])ccc1Cl,19
3436,COC(=O)c1c(-c2cc(OC)c(OC)c(OC)c2)c2ccnc(OCc3ncccn3)c2c(=O)n1Cc1ccnc(C)c1,43
3437,O=S(=O)(c1ccccc1)N(CC(F)(F)F)c1ccc(C(O)(C(F)(F)F)C(F)(F)F)cc1,31
3438,O=C(O)CCc1cc(C(=O)c2ccc(OC3CCCC3)cc2O)ccc1OCc1ccc2c(O)noc2c1,38
3439,Cc1cc(C(=O)Nc2cccc(C(=O)Nc3cccc(C(F)(F)F)c3)c2)on1,28
3440,Nc1sc2c(c1C(=O)c1ccc(Cl)cc1)CCCC2,19
3441,Fc1ccc(-c2nc(-c3c(F)cccc3F)[nH]c2-c2ccncc2)cc1,26
3442,CNC(=O)[C@@H](Cc1ccccc1)N(C)C(=O)[C@@H](Cc1ccc2ccccc2c1)N(C)C(=O)/C=C/CC(C)(C)N,39
3443,CC(=O)Nc1ccc(C(=O)Nc2ccccc2N)cc1,20
3444,COc1cc(C)c2c(Oc3cccc(C(F)(F)F)c3)c(OC)cc(NC(C)CCCN)c2n1,33
3445,O=C(CO)C(O)C(O)C(O)CO,12
3446,O=C(CO)[C@@H](O)[C@H](O)[C@H](O)CO,12
3447,OC[C@@]1(O)OC[C@@H](O)[C@@H](O)[C@@H]1O,12
3448,O=C(CO)[C@@H](O)[C@@H](O)[C@H](O)CO,12
3449,O=C(CO)C(O)C(O)C(O)CO,12
3450,O=C(CO)[C@@H](O)[C@H](O)[C@H](O)CO,12
3451,OC[C@@]1(O)OC[C@@H](O)[C@@H](O)[C@@H]1O,12
3452,O=C(CO)[C@@H](O)[C@@H](O)[C@H](O)CO,12
3453,O=C(CO)C(O)C(O)C(O)CO,12
3454,O=C(CO)[C@@H](O)[C@H](O)[C@H](O)CO,12
3455,OC[C@@]1(O)OC[C@@H](O)[C@@H](O)[C@@H]1O,12
3456,O=C(CO)[C@@H](O)[C@@H](O)[C@H](O)CO,12
3457,O=C(CO)C(O)C(O)C(O)CO,12
3458,O=C(CO)[C@@H](O)[C@H](O)[C@H](O)CO,12
3459,OC[C@@]1(O)OC[C@@H](O)[C@@H](O)[C@@H]1O,12
3460,O=C(CO)[C@@H](O)[C@@H](O)[C@H](O)CO,12
3461,COc1cn(-c2ccc(-n3cccn3)cc2F)nc(-c2ccnn2-c2ccccc2)c1=O,32
3462,CC(=O)N1CCC(C(=O)N(CCCN2CCC(Cc3ccc(C(N)=O)cc3)CC2)c2ccc(C)c(Cl)c2)CC1,39
3463,CC(C)(O)CC(=O)NCCn1ccc2ncnc(Nc3ccc(Oc4cccc(C(F)(F)F)c4)c(Cl)c3)c21,38
3464,Cc1cc(C(=O)Nc2cc(Oc3ccc4nc(NC(=O)C5CC5)cn4n3)ccc2C)n(C)n1,33
3465,N#Cc1c(Oc2ccc(F)c(NC(=O)Cc3cccc(C(F)(F)F)c3)c2)ccc2nc(NC(=O)C3CC3)sc12,39
3466,CCc1nc(-c2cccc(C)c2)c(-c2ccnc(NC(=O)c3ccccc3)c2)s1,29
3467,Cn1c(=O)c(F)c(Nc2ccc(I)cc2F)c2c(=O)n(C[C@@H](O)CO)cnc21,28
3468,Cc1cc(OCCCS(C)(=O)=O)cc(C)c1-c1cccc(COc2ccc3c(c2)OC[C@H]3CC(=O)O)c1,37
3469,CCS(=O)(=O)c1cccc(-c2cc(C(=O)NC3CCN(C)CC3)c(C)c3[nH]c4ncc(C)cc4c23)c1,36
3470,COc1cc(C(=O)NC2CCN(C)CC2)c(F)cc1Nc1ncc2c(n1)N(C1CCCC1)CC(F)(F)C(=O)N2C,40
3471,CC(C)[C@H](N)C(=O)N1CCC[C@H]1B(O)O,15
3472,CN(C(=O)c1ccc(F)cc1C(F)(F)F)C1CCN(c2nnc(-c3ccnn3C)c3ccccc23)CC1,37
3473,CC(=O)N1N=C(c2ccc(N)cc2)c2cc3c(cc2C[C@H]1C)OCO3,25
3474,CCC(CC)C(c1ccc(Nc2nc3ccccc3s2)cc1)n1cncn1,27
3475,Cn1ncnc1[C@H]1c2n[nH]c(=O)c3cc(F)cc(c23)N[C@@H]1c1ccc(F)cc1,28
3476,O=[Mg].O=[Mg].O=[Mg].O=[Si]=O.O=[Si]=O.O=[Si]=O.O=[Si]=O,18
3477,C[C@H]1CN(C(=O)c2cc3c(C(=O)C(=O)N(C)C)cn(C)c3cc2Cl)[C@H](C)CN1Cc1ccc(F)cc1,36
3478,CC[C@H](NC(=O)c1c(O)c(-c2ccccc2)nc2ccccc12)c1ccccc1,29
3479,CNCCCC1(c2ccccc2)OC(C)(C)c2ccccc21,22
3480,CN[C@H](C(=O)N[C@H](C(=O)N(C)[C@H](/C=C(\C)C(=O)O)C(C)C)C(C)(C)C)C(C)(C)c1ccccc1,34
3481,COC(=O)[C@H](CCCNC(=N)N)NS(=O)(=O)c1ccc(C)cc1,23
3482,Cn1c(C#N)ccc1-c1ccc2c(c1)C(C)(C)OC(=S)N2,21
3483,COc1cc2c(N3CCN(C(=O)Nc4ccc(OC(C)C)cc4)CC3)ncnc2cc1OCCCN1CCCCC1,41
3484,C=CCNC1=C2C[C@@H](C)C[C@H](OC)[C@H](O)[C@@H](C)/C=C(\C)[C@H](OC(N)=O)[C@@H](OC)/C=C\C=C(/C)C(=O)NC(=CC1=O)C2=O,42
3485,COc1ccc(-c2cc(=O)c3c(OC)c(OC)c(OC)c(OC)c3o2)cc1,27
3486,Cc1coc2c1C(=O)C(=O)c1c-2ccc2c(C)cccc12,21
3487,Cc1coc2c1C(=O)C(=O)c1c-2ccc2c1CCCC2(C)C,22
3488,O=C(O)COc1cccc(CN(Cc2ccc(-n3cccn3)cc2)S(=O)(=O)c2cccnc2)c1,34
3489,O=C(O[C@H]1CN2CCC1CC2)N(Cc1cc(F)c(F)c(F)c1)c1cccc(F)c1,29
3490,C[C@H](NC(=O)C(C)(C)Oc1ccc(C(F)(F)F)cn1)[C@@H](Cc1ccc(Cl)cc1)c1cccc(C#N)c1,36
3491,CNC(=N)NCCC[C@H](N)C(=O)O,13
3492,COc1cc2c(cc1OC)CN(CCc1ccc(NC(=O)c3cc(OC)c(OC)cc3NC(=O)c3cnc4ccccc4c3)cc1)CC2,48
3493,O=C(O)[C@H](O)[C@@H](O)C(=O)O,10
3494,CN(C)CCNc1nc2cc(O)ccc2c2c1C(=O)c1ccccc1-2,25
3495,Cc1nc(-c2cn3c(n2)-c2ccc(-c4cnn(C(C)(C)C(N)=O)c4)cc2OCC3)n(C(C)C)n1,34
3496,O=C(NS(=O)(=O)c1ccc(Br)s1)c1ccc(Cl)cc1Cl,20
3497,COc1cccc2c1c(O)c(C(=O)N(C)c1ccc(C(F)(F)F)cc1)c(=O)n2C,29
3498,c1cnc(SCc2cccnc2)nc1,14
3499,C[C@H](CCC(=O)NCCS(=O)(=O)O)[C@H]1CC[C@H]2[C@H]3[C@H](C[C@H](O)[C@@]21C)[C@@]1(C)CC[C@@H](O)C[C@H]1C[C@H]3O,35
3500,O=C1c2c(O)cc(O)cc2O[C@H](c2ccc(O)c(O)c2)[C@H]1O,22
3501,CCN(c1cc(-c2ccc(CN3CCOCC3)cc2)cc(C(=O)NCc2c(C)cc(C)[nH]c2=O)c1C)C1CCOCC1,42
3502,O=[N+]([O-])c1cn2c(n1)OC[C@@H](OCc1ccc(-c3ccc(OC(F)(F)F)cc3)nc1)C2,31
3503,N[C@@H](C(=O)O)[C@@H](OCc1ccccc1)C(=O)O.N[C@H](C(=O)O)[C@H](OCc1ccccc1)C(=O)O,34
3504,Cc1cc(Nc2cc(C)c(C#N)c(NC(C)CCCC(C)(C)O)n2)n[nH]1,26
3505,CC(C)(C)c1ccc(C(=O)Nc2cn3cc(-n4ccnc4)ccc3n2)cc1,27
3506,O=C(O)CCN(O)C(=O)CCCCCCCCC1CC1,20
3507,CC1CCN(C(c2ccc(F)cc2)c2ccc(C(C)C(=O)O)cc2-c2ccc(C(F)(F)F)cc2)CC1,36
3508,CCn1c(=O)n([C@H]2CCCN(c3nccc(-c4cc5ccccc5o4)n3)C2)c2ccccc21,33
3509,CC(C)c1c(NC(=O)Nc2ccc(Cl)cc2)c(=O)n(-c2ccccc2)n1C,27
3510,Cc1sc(C)c2c1CCC=C2c1c[nH]cn1,16
3511,COC1CCN(c2cccc(-c3cc(NC(C)=O)nc(-n4nc(C)cc4C)n3)n2)CC1,31
3512,Cc1ccc(C)c(Oc2ccncc2C(=O)N2CCN(C3CC3)c3ccccc32)c1,30
3513,CNc1nc(NCc2ccc(NS(C)(=O)=O)cc2Cl)cc(-c2ccccn2)n1,28
3514,Cc1ccc(NC(=O)CCCCCC(=O)Nc2ccccc2N)cc1,25
3515,CC1(C)SCN(S(=O)(=O)c2ccccc2)[C@@H]1C(=O)N[C@@H](CNC(=O)NCc1ccccc1)C(=O)O,35
3516,O=C(Nc1ccc(F)cc1)N1CCc2ccccc2C1c1ccc(C(F)(F)F)cc1,30
3517,FC(F)(F)c1ccccc1-c1cc(C(F)(F)F)c2[nH]c(C3=NOC4(CCCCC4)C3)nc2c1,33
3518,COc1cccc(-n2nc(C(=O)O)cc2-c2ccc(C3CCCCC3)c(Cl)c2)c1,29
3519,CC(C)(C)Nc1nc(Nc2ccc(C(N)=O)cc2)cc(N)c1C#N,24
3520,CC(=O)Nc1cccc(Nc2ncnc(N3CCC(OCc4ccc(OC(F)(F)F)cc4)CC3)n2)c1C,37
3521,COc1cccc(OC)c1-c1cc(C(=O)N[C@@H](CC(C)C)C(=O)O)nn1-c1ccnc2cc(Cl)ccc12,37
3522,COc1cc(OC)cc(C(=O)NNC(=O)Nc2cccc3ccccc23)c1,27
3523,Cc1cc(C(=O)N2Cc3cnn(C)c3Nc3ccccc32)ccc1CNC(=O)N1CCC[C@H]1C(=S)N1CCCN(C)CC1,43
3524,Cc1cccc(C)c1-n1c(=O)c2cnc(Nc3ccc(N4CCN(C)CC4)cc3)nc2n2c3ccccc3nc12,40
3525,COc1ncc2cc(C(=O)Nc3cc(C(=O)NCc4cccc(Cl)c4)ccc3Cl)c(=O)[nH]c2n1,34
3526,C[C@H](Nc1cc2c(-c3ccc4c(c3)OCO4)noc2cn1)c1ccccc1,27
3527,N#Cc1cnc2cnc(NCc3cccnc3)cc2c1Nc1ccc(F)c(Cl)c1,29
3528,O=[N+]([O-])c1c(Nc2cc(F)cc(Cl)c2)ccc2nonc12,21
3529,O=C(O)C1CN(Cc2ccc(-c3nc4cc(Cc5ccccc5F)ccc4s3)c(F)c2)C1,32
3530,O=C1CC(=O)c2c(Cl)c(Cl)c(Cl)c(Cl)c21,15
3531,Nc1nccc(/C=C/c2ccccc2)n1,15
3532,O=C(NNC(=O)c1ccc(CNS(=O)(=O)c2ccc(F)c(Cl)c2)cc1)c1ccccc1,31
3533,CC(C)C(=O)SCCCCC[C@H](NC(=O)OC(C)(C)C)C(=O)NC12CC3CC(CC(C3)C1)C2,33
3534,COc1cc2c(cc1OC)CN(C(=O)[C@@H](NCc1ccncc1)C(C)(C)C)CC2,29
3535,N#Cc1c(-c2ccccc2)cc(-c2cc(Br)ccc2O)[nH]c1=O,23
3536,CC(C)(O)C(=O)N1CCN(c2ccc(C(F)(F)F)c(C3=C(c4c[nH]c5ccccc45)C(=O)NC3=O)c2)CC1,38
3537,O=C(NO)c1ccc2[nH]c(=O)c(CCCc3ccccc3)nc2c1,24
3538,Cc1ccccc1NC(=O)Nc1ccc(CC(=O)N2CCOC[C@H]2C(=O)N2CCC(CC(=O)O)CC2)cc1,38
3539,O=C(O)COc1ccc(/C=C2\SC(=O)NC2=O)cc1,19
3540,COc1ccc(C(=O)Nc2sc3c(c2C(N)=O)CCCC3)cc1OC,25
3541,CCC(C)c1ccc(NC(=O)Cn2cnc3c2c(=O)n(C)c(=O)n3C)cc1,27
3542,Cc1nnc(-c2ccc3occ(-c4ccc(S(C)=O)cc4)c3c2)o1,24
3543,OC12C3C4CC5C6C4C1C6C(C53)N2CCc1cccc(F)c1,22
3544,CCOc1cncc(/C=C/CCNC)c1,15
3545,COc1cccc([C@@H](C)NCCCc2ccccc2Cl)c1,21
3546,Fc1ccc(Cn2c(NC3CCNCC3)nc3ccccc32)cc1,24
3547,O=C(NN1C(=O)[C@H]2[C@H]3C=C[C@H]([C@@H]4C[C@H]34)[C@H]2C1=O)c1ccc(C(F)(F)F)cc1,27
3548,CCCCCNC(=N)N/N=C/c1c[nH]c2ccc(OC)cc12,22
3549,Fc1ccccc1-c1nc2ccn(Cc3ccc(-c4ccc(C(F)(F)F)cc4C(F)(F)F)nn3)cc-2n1,37
3550,CCCCCCCCCC(=O)N[C@H]1[C@H](Oc2c3cc4cc2Oc2ccc(cc2Cl)[C@@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2NC(C)=O)[C@@H]2NC(=O)[C@H](NC(=O)[C@@H]4NC(=O)[C@H]4NC(=O)[C@@H](Cc5ccc(c(Cl)c5)O3)NC(=O)[C@@H](N)c3ccc(O)c(c3)Oc3cc(O)cc4c3)c3ccc(O)c(c3)-c3c(O[C@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]4O)cc(O)cc3[C@H](C(=O)O)NC2=O)O[C@H](CO)[C@@H](O)[C@@H]1O,132
3551,CCCCC/C=C/CCC(=O)N[C@H]1[C@H](Oc2c3cc4cc2Oc2ccc(cc2Cl)[C@@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2NC(C)=O)[C@@H]2NC(=O)[C@H](NC(=O)[C@@H]4NC(=O)[C@H]4NC(=O)C(Cc5ccc(c(Cl)c5)O3)NC(=O)[C@H](N)c3ccc(O)c(c3)Oc3cc(O)cc4c3)c3ccc(O)c(c3)-c3c(OC4O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]4O)cc(O)cc3[C@@H](C(=O)O)NC2=O)O[C@H](CO)[C@@H](O)[C@@H]1O,132
3552,O=C(CNC(=O)c1cccc(C(F)(F)F)c1)N[C@@H]1CCN(Cc2ccc(Cl)cc2)C1,30
3553,CNC(=O)c1cc(COc2nnc(Nc3ccc(Cl)cc3)c3ccoc23)ccn1,29
3554,O=C(N[C@@H]1CC[C@@H](c2cccc(F)c2F)CN(CC(F)(F)F)C1=O)N1CCC(n2c(=O)[nH]c3ncccc32)CC1,40
3555,Cc1scc2c1N(C(=O)CN1CCN(C)CC1)c1ccccc1NC2=O,26
3556,CCOC(=O)N1CSCC1C(=O)O,13
3557,Cc1ccn(-c2cc(Cl)ccc2[C@@H](Oc2cc(-c3ccc(C[C@H](N)C(=O)O)cc3)nc(N)n2)C(F)(F)F)n1,38
3558,CN1C(=O)C(O)N=C(c2ccccc2)c2cc(Cl)ccc21,21
3559,COP(=S)(OC)Oc1ccc(Sc2ccc(OP(=S)(OC)OC)cc2)cc1,27
3560,CC1(C)CC(O)CC(C)(C)N1O,12
3561,COc1ccc2[nH]c(S(=O)Cc3ncc(C)c(OC)c3C)nc2n1,24
3562,NC(=O)N1C(=O)C(C(=O)c2cccs2)c2cc(Cl)ccc21,21
3563,O=C1NCCNC1c1cccs1,12
3564,CC(C)OC(=O)C(C)NP(=O)(COC(C)Cn1cnc2c(N)ncnc21)Oc1ccccc1,33
3565,CC(=O)Nc1ccc(NC(=S)NC(=O)c2ccc(C(C)(C)C)cc2)cc1,26
